Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,predicted_demand,optimized_supply
WH_100329,EID_50329,Rural,Mid,West,Zone 4,8,0,4,5537,Rented,52,0,0,1,177,27.0,2019.0,4,0,B+,3,11,4090,6097.38890189564,6088.53890189564
WH_100330,EID_50330,Rural,Large,North,Zone 6,6,2,2,5014,Company Owned,59,1,1,1,65,46.0,2002.0,23,0,C,4,23,31134,28845.476887478726,23000.0
WH_100331,EID_50331,Rural,Large,North,Zone 5,6,2,4,4309,Company Owned,17,1,0,1,80,32.0,2003.0,25,1,A+,3,17,33137,31777.54757488615,16000.0
WH_100332,EID_50332,Rural,Small,North,Zone 1,8,1,4,5397,Company Owned,16,0,0,1,248,36.0,2015.0,8,0,B+,1,30,9125,11199.451053729339,11187.05105372934
WH_100335,EID_50335,Rural,Small,North,Zone 1,4,4,3,5497,Rented,29,0,0,1,180,23.0,2006.0,22,0,B+,4,21,26140,27158.532969699823,11500.0
WH_100336,EID_50336,Rural,Mid,North,Zone 3,4,0,2,5184,Company Owned,68,0,0,1,211,20.0,2005.0,33,1,A,4,19,43087,42815.7405149547,10000.0
WH_100338,EID_50338,Rural,Mid,South,Zone 2,3,0,3,4874,Rented,41,0,0,1,154,27.0,2018.0,10,0,C,1,32,13057,14364.77846164885,13500.0
WH_100340,EID_50340,Rural,Large,West,Zone 6,6,0,3,4874,Company Owned,18,0,0,1,159,35.0,2013.0,20,1,C,5,23,28115,26128.474489358952,17500.0
WH_100341,EID_50341,Rural,Mid,South,Zone 3,8,0,3,6460,Rented,56,0,0,0,251,29.0,2018.0,6,0,B+,1,27,7059,9128.41783495032,9115.86783495032
WH_100342,EID_50342,Rural,Mid,South,Zone 3,5,0,4,3783,Rented,64,0,0,0,179,28.0,2015.0,10,1,B,1,19,11080,14149.846333237976,14000.0
WH_100343,EID_50343,Rural,Mid,South,Zone 2,3,0,2,4038,Company Owned,30,0,0,1,189,24.0,2016.0,5,0,B+,3,32,5062,7191.546930159384,7182.096930159383
WH_100344,EID_50344,Rural,Small,South,Zone 6,4,0,4,4918,Rented,64,0,0,1,106,23.0,1997.0,25,1,A,2,2,32133,32254.35958163772,11500.0
WH_100346,EID_50346,Rural,Mid,North,Zone 3,7,0,1,4786,Rented,43,0,0,1,162,26.0,2007.0,22,0,C,3,27,29131,28801.2832083955,13000.0
WH_100348,EID_50348,Rural,Mid,North,Zone 3,3,0,3,5618,Rented,61,0,0,0,174,28.0,2013.0,15,1,A+,3,19,21081,20067.516368494835,14000.0
WH_100350,EID_50350,Rural,Mid,North,Zone 3,5,0,4,4854,Company Owned,65,0,0,1,115,21.0,2023.0,0,0,,0,19,6146,1874.3434401751729,1868.5934401751729
WH_100352,EID_50352,Urban,Mid,West,Zone 2,3,0,8,4727,Rented,19,0,0,1,73,30.0,1998.0,25,0,C,4,12,32137,31841.510961932276,15000.0
WH_100354,EID_50354,Rural,Small,South,Zone 1,8,3,2,3850,Company Owned,33,0,0,1,191,28.0,2019.0,4,1,C,1,21,5070,5585.236665926524,5575.686665926524
WH_100355,EID_50355,Rural,Large,North,Zone 6,5,0,3,5013,Company Owned,17,0,0,1,112,30.0,1999.0,30,1,B+,3,28,39079,38700.85211936358,15000.0
WH_100357,EID_50357,Rural,Mid,South,Zone 3,6,4,2,4080,Rented,46,0,1,1,158,29.0,2005.0,24,1,A+,6,19,31074,29220.576577736443,14500.0
WH_100366,EID_50366,Rural,Mid,South,Zone 2,4,2,2,5852,Company Owned,47,0,0,1,97,25.0,2003.0,25,1,A+,2,32,33095,32019.793906140694,12500.0
WH_100367,EID_50367,Rural,Mid,East,Zone 4,8,0,6,3614,Rented,18,0,0,0,265,24.0,2006.0,34,1,C,3,26,45068,44438.721045687475,12000.0
WH_100368,EID_50368,Urban,Mid,South,Zone 2,3,0,2,4798,Company Owned,41,0,0,0,63,22.0,1997.0,32,1,A+,5,1,42138,40691.25168459656,11000.0
WH_100369,EID_50369,Rural,Large,South,Zone 5,5,0,2,4184,Company Owned,15,0,0,1,245,25.0,2005.0,35,0,B+,6,25,43120,44949.42816579493,12500.0
WH_100370,EID_50370,Rural,Mid,North,Zone 2,8,0,2,4282,Company Owned,51,0,0,0,94,38.0,2014.0,21,0,A,1,18,30065,28478.194013855304,19000.0
WH_100372,EID_50372,Rural,Small,West,Zone 1,4,0,4,6601,Rented,69,0,0,0,195,32.0,2020.0,5,1,C,1,30,7109,7962.615763882961,7952.865763882961
WH_100374,EID_50374,Rural,Large,North,Zone 6,7,0,4,5049,Rented,45,0,0,0,206,18.0,2011.0,19,0,A,2,6,24085,25402.83524084065,9000.0
WH_100375,EID_50375,Rural,Large,North,Zone 5,3,4,2,5138,Rented,28,0,0,1,92,30.0,2006.0,23,0,C,6,17,29116,27983.13046386544,15000.0
WH_100381,EID_50381,Rural,Small,North,Zone 6,8,0,3,5639,Rented,52,1,0,1,221,32.0,2010.0,20,0,B+,3,13,23102,26398.03502345711,16000.0
WH_100382,EID_50382,Rural,Large,West,Zone 6,6,0,5,8332,Company Owned,33,0,0,1,214,27.0,2002.0,24,0,C,3,6,30149,31061.24330772666,13500.0
WH_100383,EID_50383,Rural,Small,West,Zone 6,8,1,5,3557,Company Owned,46,0,0,0,61,28.0,2008.0,18,0,A,2,9,23144,23546.597989595757,14000.0
WH_100384,EID_50384,Rural,Large,West,Zone 6,8,0,3,4412,Company Owned,39,0,0,0,77,32.0,2001.0,26,0,C,4,23,32067,33365.5332470178,16000.0
WH_100386,EID_50386,Rural,Large,North,Zone 6,8,3,2,4415,Company Owned,44,0,0,1,155,33.0,2008.0,18,1,A+,3,23,23151,22639.92172602244,16500.0
WH_100388,EID_50388,Rural,Mid,North,Zone 4,6,1,3,5717,Rented,30,1,0,1,202,36.0,2006.0,17,0,B,5,26,21118,21367.480753550306,18000.0
WH_100389,EID_50389,Rural,Large,West,Zone 6,6,0,7,3709,Rented,58,0,0,1,124,40.0,2014.0,12,0,A,1,6,17093,16696.382603783626,16690.18260378363
WH_100390,EID_50390,Rural,Large,North,Zone 6,3,1,3,4498,Company Owned,66,0,0,1,165,32.0,2022.0,0,0,,0,28,3102,1470.4844312121568,1462.2344312121568
WH_100392,EID_50392,Rural,Small,North,Zone 6,5,0,2,5313,Company Owned,52,0,0,1,193,28.0,2022.0,0,0,,0,13,5124,1802.699397371558,1793.049397371558
WH_100395,EID_50395,Rural,Mid,North,Zone 2,6,0,3,4959,Company Owned,62,0,0,0,152,33.0,2019.0,8,0,C,3,22,11118,11333.74952859417,11326.14952859417
WH_100396,EID_50396,Rural,Mid,South,Zone 2,8,0,3,4810,Rented,61,0,0,0,129,20.0,2012.0,9,1,A+,5,32,12133,11656.838723134395,10000.0
WH_100397,EID_50397,Rural,Mid,West,Zone 3,4,0,4,4907,Rented,20,0,0,0,85,23.0,2001.0,30,0,B,4,19,38059,38601.8938737163,11500.0
WH_100400,EID_50400,Rural,Large,West,Zone 6,4,0,2,4771,Rented,50,0,0,0,210,19.0,2021.0,5,0,B+,1,23,6121,8034.259806686576,8023.759806686576
WH_100401,EID_50401,Rural,Large,West,Zone 6,7,0,6,3974,Company Owned,50,0,0,0,203,28.0,2000.0,29,0,B,3,6,35074,37463.40600549258,14000.0
WH_100402,EID_50402,Rural,Small,South,Zone 1,6,0,4,3840,Rented,41,0,0,0,90,32.0,1999.0,24,0,A,4,16,31068,30604.064848061273,16000.0
WH_100404,EID_50404,Urban,Large,West,Zone 5,5,0,5,4427,Company Owned,35,0,0,0,60,20.0,2016.0,21,1,A+,4,24,31086,27894.743105698988,10000.0
WH_100406,EID_50406,Rural,Mid,East,Zone 4,7,0,6,5711,Company Owned,54,1,0,1,246,31.0,2014.0,9,0,B,5,26,11130,11800.126808741654,11787.826808741653
WH_100407,EID_50407,Rural,Small,North,Zone 6,6,0,2,4809,Rented,42,0,0,1,269,25.0,2006.0,38,0,B,3,13,47115,49675.081672385975,12500.0
WH_100410,EID_50410,Urban,Large,North,Zone 6,8,0,3,5438,Rented,45,0,0,0,92,23.0,2008.0,17,0,A,4,23,23070,22085.23013657148,11500.0
WH_100411,EID_50411,Urban,Large,South,Zone 5,7,0,3,5343,Company Owned,32,0,0,1,110,45.0,2013.0,16,0,A,2,10,23095,21618.852856423997,21613.352856423997
WH_100412,EID_50412,Rural,Large,North,Zone 5,7,0,3,6639,Rented,35,1,0,1,74,28.0,2009.0,20,1,C,5,10,26139,25841.898318144464,14000.0
WH_100415,EID_50415,Rural,Mid,North,Zone 3,8,2,3,4315,Company Owned,61,0,0,1,214,23.0,1996.0,26,0,B,5,27,30131,32100.636769426375,11500.0
WH_100417,EID_50417,Urban,Mid,North,Zone 2,3,4,2,5023,Rented,53,0,0,1,79,30.0,2001.0,27,1,C,6,1,35135,32861.27087654584,15000.0
WH_100419,EID_50419,Rural,Mid,South,Zone 2,5,0,4,3904,Rented,32,0,0,0,134,23.0,2018.0,6,0,C,3,32,8073,8643.92517244126,8637.22517244126
WH_100423,EID_50423,Urban,Large,West,Zone 6,4,0,2,6721,Company Owned,44,0,0,1,246,33.0,2012.0,17,0,C,3,23,22087,22614.052639040485,16500.0
WH_100427,EID_50427,Urban,Mid,West,Zone 4,5,0,5,4690,Rented,29,0,0,0,248,20.0,2017.0,12,0,A,3,11,16067,16426.82206968544,10000.0
WH_100429,EID_50429,Rural,Mid,South,Zone 4,6,0,3,6159,Rented,47,1,0,1,101,22.0,2010.0,18,0,B,5,20,20127,23295.362047598843,11000.0
WH_100430,EID_50430,Rural,Large,West,Zone 5,3,0,4,3896,Rented,17,1,0,0,251,98.0,2009.0,16,1,B+,4,14,21144,20847.78402270045,20835.23402270045
WH_100432,EID_50432,Rural,Large,North,Zone 6,5,0,2,5076,Rented,31,0,0,1,181,20.0,2003.0,32,0,B+,3,23,40123,41605.608603927336,10000.0
WH_100434,EID_50434,Rural,Mid,North,Zone 2,5,0,4,4557,Company Owned,33,0,0,1,168,34.0,2018.0,12,1,A+,3,12,18099,16498.466112489055,16490.066112489054
WH_100436,EID_50436,Rural,Large,North,Zone 6,3,0,4,5858,Rented,45,0,0,1,254,48.0,2008.0,17,1,A+,2,23,24072,22569.72279908054,22557.022799080543
WH_100438,EID_50438,Rural,Small,West,Zone 1,6,0,4,4892,Company Owned,57,0,0,1,200,47.0,2000.0,27,1,A,5,3,38134,34360.733029634284,23500.0
WH_100442,EID_50442,Rural,Large,South,Zone 5,4,0,2,5640,Company Owned,49,0,0,1,230,23.0,2007.0,22,0,C,4,14,30097,28559.036877140985,11500.0
WH_100443,EID_50443,Rural,Mid,North,Zone 3,4,0,3,3347,Company Owned,35,0,0,1,207,31.0,2004.0,17,0,B,6,19,20057,21314.161302847962,15500.0
WH_100447,EID_50447,Rural,Mid,South,Zone 3,5,0,2,5157,Rented,54,0,0,1,238,31.0,2000.0,36,1,A+,4,27,48133,46384.79077096048,15500.0
WH_100449,EID_50449,Rural,Mid,North,Zone 3,3,0,4,5402,Company Owned,55,0,0,1,220,27.0,2014.0,17,0,A,1,27,24057,23241.833387156774,13500.0
WH_100451,EID_50451,Rural,Mid,West,Zone 4,6,0,2,5156,Company Owned,57,0,0,1,225,25.0,2017.0,17,0,A,1,11,24102,23456.765515567648,12500.0
WH_100452,EID_50452,Rural,Large,North,Zone 6,7,1,2,5029,Rented,47,0,0,1,192,40.0,2022.0,4,1,C,3,28,6084,5980.106064147112,5970.506064147112
WH_100454,EID_50454,Rural,Large,West,Zone 6,3,2,2,4047,Rented,36,0,0,0,160,19.0,2010.0,18,0,B,2,23,20090,23357.671109043644,9500.0
WH_100456,EID_50456,Rural,Large,North,Zone 6,6,1,4,3692,Company Owned,47,0,0,1,212,27.0,2011.0,20,0,C,2,23,25109,26379.710431355896,13500.0
WH_100457,EID_50457,Rural,Large,North,Zone 6,4,0,3,4403,Company Owned,38,0,0,0,250,22.0,2016.0,10,1,A+,4,28,13137,13494.751382278046,11000.0
WH_100459,EID_50459,Rural,Large,North,Zone 6,4,0,4,4101,Rented,48,0,0,1,176,25.0,2016.0,20,1,B,1,29,26062,27312.391942787915,12500.0
WH_100460,EID_50460,Rural,Small,North,Zone 1,5,1,5,4187,Company Owned,35,0,0,0,134,19.0,2010.0,19,0,B,3,31,22078,24756.72990062309,9500.0
WH_100462,EID_50462,Rural,Large,South,Zone 5,4,0,3,5520,Company Owned,66,0,0,1,174,25.0,2000.0,25,0,A,6,14,31070,31500.306385030504,12500.0
WH_100467,EID_50467,Rural,Mid,West,Zone 4,3,0,3,4351,Company Owned,48,0,0,1,243,19.0,1996.0,29,0,A,5,11,38064,36692.33717176906,9500.0
WH_100468,EID_50468,Rural,Mid,South,Zone 3,8,0,2,6159,Rented,42,0,0,0,126,20.0,2001.0,31,0,B+,4,27,38056,39910.984030390944,10000.0
WH_100470,EID_50470,Rural,Mid,West,Zone 4,5,0,1,3907,Rented,41,0,0,1,238,23.0,2021.0,4,1,C,3,26,5079,6240.676987502869,6228.77698750287
WH_100471,EID_50471,Rural,Small,North,Zone 1,5,1,3,5426,Rented,67,1,1,1,199,21.0,2000.0,19,0,B,3,31,22108,24040.289472586854,10500.0
WH_100473,EID_50473,Rural,Large,West,Zone 5,6,0,3,3664,Company Owned,37,0,0,0,247,50.0,2020.0,6,1,C,1,10,8060,9271.705920557579,9259.35592055758
WH_100475,EID_50475,Rural,Large,South,Zone 6,6,0,2,5747,Company Owned,59,0,0,1,235,22.0,2022.0,0,0,,0,29,5080,1802.699397371558,1790.949397371558
WH_100477,EID_50477,Rural,Large,North,Zone 6,3,0,2,3891,Company Owned,49,1,0,1,102,28.0,2021.0,5,0,C,3,28,6124,7549.7671441775165,7544.667144177516
WH_100479,EID_50479,Rural,Large,North,Zone 6,4,0,3,6066,Company Owned,67,0,0,1,167,31.0,2012.0,17,1,A+,3,6,24099,22614.052639040485,15500.0
WH_100482,EID_50482,Rural,Large,West,Zone 5,3,0,3,5728,Company Owned,66,0,0,0,158,33.0,2012.0,18,1,A+,2,14,25108,24165.389126969647,16500.0
WH_100489,EID_50489,Rural,Mid,West,Zone 4,7,0,3,6007,Rented,42,0,0,1,79,27.0,2004.0,31,0,A,3,11,42093,40368.16249005633,13500.0
WH_100491,EID_50491,Rural,Mid,South,Zone 4,5,0,5,3006,Company Owned,65,0,0,0,74,24.0,2003.0,24,1,A+,5,11,31086,30648.394688021246,12000.0
WH_100492,EID_50492,Rural,Mid,North,Zone 2,3,1,2,4900,Company Owned,43,0,1,1,86,33.0,2004.0,29,0,A,5,18,38142,36933.27454803864,16500.0
WH_100493,EID_50493,Rural,Small,South,Zone 1,5,0,2,4930,Rented,19,0,1,1,169,22.0,2014.0,11,1,C,3,21,14111,14902.799784599949,11000.0
WH_100496,EID_50496,Rural,Large,West,Zone 5,4,0,5,4550,Company Owned,40,0,0,1,219,29.0,2019.0,5,0,B+,1,14,6098,7890.971721079317,7880.021721079317
WH_100500,EID_50500,Rural,Mid,South,Zone 2,4,0,2,3708,Company Owned,32,1,0,1,92,24.0,2022.0,4,1,C,1,32,6093,6796.813692815573,6792.213692815572
WH_100501,EID_50501,Rural,Mid,West,Zone 4,5,1,5,4076,Company Owned,50,0,0,0,60,23.0,2018.0,9,0,B+,5,11,11109,11754.488013796741,11500.0
WH_100502,EID_50502,Rural,Small,North,Zone 6,5,0,3,4034,Rented,69,0,0,1,159,29.0,2013.0,15,1,B+,3,13,18112,20067.516368494835,14500.0
WH_100503,EID_50503,Rural,Large,West,Zone 5,4,1,2,5938,Company Owned,23,1,0,1,101,34.0,2000.0,32,0,B+,2,10,38083,41300.707840611605,17000.0
WH_100505,EID_50505,Rural,Large,West,Zone 6,5,0,4,4401,Rented,32,0,0,1,147,30.0,2021.0,8,1,C,1,6,10112,11961.530276710459,11954.180276710458
WH_100506,EID_50506,Rural,Large,West,Zone 6,8,0,4,3709,Company Owned,43,1,0,1,267,29.0,2019.0,5,0,C,3,23,6147,7406.479058570258,7393.129058570258
WH_100511,EID_50511,Rural,Large,West,Zone 5,7,0,7,3889,Company Owned,27,0,0,0,163,37.0,2021.0,0,1,,0,14,13096,1731.0553545679431,1722.905354567943
WH_100512,EID_50512,Rural,Mid,North,Zone 3,7,1,4,4892,Company Owned,57,1,0,1,197,31.0,2018.0,12,1,A+,2,19,17142,16408.4974775842,15500.0
WH_100514,EID_50514,Rural,Mid,North,Zone 3,7,0,5,4064,Company Owned,58,0,0,1,72,25.0,2008.0,22,1,A+,5,27,31060,28388.434588690114,12500.0
WH_100516,EID_50516,Rural,Large,West,Zone 5,4,0,2,6364,Company Owned,33,0,0,1,114,44.0,2001.0,17,1,A,3,14,23083,21825.968168200634,21820.268168200637
WH_100518,EID_50518,Rural,Small,North,Zone 6,5,1,3,5005,Company Owned,36,0,0,0,227,40.0,2007.0,30,1,A+,5,8,40109,38457.29683312413,20000.0
WH_100519,EID_50519,Rural,Mid,West,Zone 2,3,0,3,4834,Rented,25,0,0,1,233,27.0,2000.0,24,1,A,4,18,34149,30675.708890864888,13500.0
WH_100520,EID_50520,Rural,Large,North,Zone 5,3,0,3,5399,Rented,20,0,0,0,77,21.0,1998.0,15,1,A+,5,25,19099,18508.363063931465,10500.0
WH_100521,EID_50521,Rural,Small,South,Zone 1,6,1,2,6328,Company Owned,62,0,0,1,155,24.0,2009.0,21,0,A,4,21,27113,27061.019839914225,12000.0
WH_100522,EID_50522,Rural,Large,North,Zone 6,5,0,2,4876,Rented,54,0,0,1,132,36.0,2005.0,24,0,B,5,6,27092,30791.682773628505,18000.0
WH_100523,EID_50523,Rural,Large,North,Zone 6,3,0,3,6546,Rented,25,0,0,1,207,40.0,2001.0,25,1,A+,5,6,32116,31814.196759088634,20000.0
WH_100524,EID_50524,Rural,Large,North,Zone 6,3,2,2,4907,Company Owned,52,0,1,1,113,31.0,2014.0,12,0,C,2,6,16078,15789.706340210338,15500.0
WH_100525,EID_50525,Urban,Mid,West,Zone 4,8,0,6,4495,Company Owned,59,1,0,1,233,41.0,2006.0,19,0,B,5,11,24100,24317.876033058972,20500.0
WH_100526,EID_50526,Rural,Mid,North,Zone 4,6,0,2,4835,Rented,58,0,0,0,243,24.0,2016.0,11,0,B,5,26,13140,14561.595207698148,12000.0
WH_100527,EID_50527,Rural,Large,North,Zone 6,5,0,2,7024,Company Owned,65,0,0,1,197,45.0,2015.0,7,1,B+,3,23,9150,9738.083200705034,9728.233200705034
WH_100536,EID_50536,Rural,Large,West,Zone 5,8,0,4,5487,Company Owned,56,0,0,1,186,47.0,1999.0,15,1,C,3,25,20081,19064.49976924411,19055.19976924411
WH_100537,EID_50537,Rural,Large,East,Zone 5,7,0,6,3262,Rented,40,0,0,0,264,16.0,2004.0,23,0,B+,4,14,29085,29653.194905404758,8000.0
WH_100538,EID_50538,Rural,Small,North,Zone 1,6,0,2,8496,Rented,31,0,0,0,124,47.0,2005.0,26,1,B+,5,3,34070,33409.86308697777,23500.0
WH_100539,EID_50539,Rural,Small,North,Zone 6,5,0,3,6647,Company Owned,15,0,0,0,213,22.0,2020.0,6,1,B+,3,13,7118,8787.21325804852,8776.56325804852
WH_100541,EID_50541,Rural,Large,North,Zone 5,4,1,4,5459,Company Owned,69,1,0,1,59,35.0,2001.0,33,0,A,4,24,42124,42196.94937758081,17500.0
WH_100543,EID_50543,Rural,Mid,North,Zone 4,5,0,3,4648,Rented,60,0,0,1,230,27.0,2018.0,9,0,B+,1,26,11149,13055.688304974232,13044.188304974232
WH_100544,EID_50544,Rural,Mid,West,Zone 4,8,0,3,5022,Company Owned,48,0,0,1,203,30.0,2017.0,21,0,A,2,26,29102,28450.879811011662,15000.0
WH_100548,EID_50548,Rural,Mid,South,Zone 2,3,0,1,3920,Company Owned,22,0,0,0,227,28.0,2013.0,19,0,B+,3,22,22134,25303.876995193365,14000.0
WH_100549,EID_50549,Rural,Large,South,Zone 5,5,1,3,4436,Company Owned,56,0,0,1,270,25.0,2011.0,24,1,A,4,10,31123,31131.578395545337,12500.0
WH_100551,EID_50551,Rural,Large,North,Zone 5,5,4,4,6556,Company Owned,61,0,0,1,184,32.0,1999.0,24,0,B,4,17,28120,29275.204983423726,16000.0
WH_100552,EID_50552,Rural,Large,North,Zone 6,8,0,2,5021,Company Owned,15,0,0,1,228,22.0,2016.0,13,1,A+,4,23,18066,17422.02185230193,11000.0
WH_100559,EID_50559,Rural,Small,West,Zone 6,3,3,3,4752,Company Owned,65,0,0,1,227,36.0,2006.0,14,1,A,3,15,19139,17260.27301371668,17248.923013716678
WH_100561,EID_50561,Rural,Large,North,Zone 6,4,0,3,4716,Rented,51,0,0,0,154,17.0,2000.0,27,0,B,5,23,31056,34360.733029634284,8500.0
WH_100568,EID_50568,Rural,Large,West,Zone 5,6,0,4,4873,Company Owned,16,0,0,1,106,30.0,2011.0,18,1,B,4,10,21128,23609.252421656973,15000.0
WH_100569,EID_50569,Rural,Small,North,Zone 6,4,1,3,4010,Company Owned,19,0,0,0,170,28.0,2013.0,13,1,A+,3,8,18069,17117.12108898617,14000.0
WH_100570,EID_50570,Rural,Mid,West,Zone 3,8,0,3,4136,Rented,35,0,0,1,112,23.0,2000.0,22,0,B,2,27,27128,28542.02124002471,11500.0
WH_100573,EID_50573,Rural,Large,North,Zone 5,5,2,4,6184,Rented,32,0,1,1,204,30.0,2014.0,11,0,C,6,14,14075,13511.63085851763,13501.430858517631
WH_100574,EID_50574,Rural,Mid,West,Zone 3,6,4,4,4804,Rented,44,0,0,1,223,28.0,1999.0,14,0,A,5,19,18124,15942.057085422915,14000.0
WH_100576,EID_50576,Rural,Mid,North,Zone 4,5,0,3,4565,Company Owned,32,0,0,1,77,32.0,1999.0,37,0,B+,2,26,46099,48106.72954734054,16000.0
WH_100577,EID_50577,Urban,Large,North,Zone 6,3,0,4,5109,Rented,31,0,0,0,57,26.0,2008.0,18,1,A+,5,28,25060,23152.073961991584,13000.0
WH_100579,EID_50579,Rural,Mid,North,Zone 4,5,0,4,3946,Company Owned,21,0,0,1,69,39.0,2018.0,10,0,B+,2,26,13057,14122.532130394335,14119.082130394334
WH_100580,EID_50580,Rural,Mid,West,Zone 4,8,0,6,5113,Rented,59,0,0,1,139,24.0,2014.0,19,0,B,5,11,24128,24891.02837548795,12000.0
WH_100582,EID_50582,Rural,Large,North,Zone 6,6,0,3,5871,Company Owned,26,0,0,1,206,31.0,2023.0,0,0,,0,23,3084,1874.3434401751729,1864.043440175173
WH_100586,EID_50586,Rural,Small,South,Zone 6,4,0,4,4234,Company Owned,31,0,0,1,194,39.0,2008.0,19,0,B,4,9,24107,24703.410449920717,19500.0
WH_100587,EID_50587,Rural,Small,North,Zone 1,6,0,3,3220,Company Owned,28,0,0,1,120,42.0,2005.0,23,0,A,2,3,29101,30209.331610717432,21000.0
WH_100589,EID_50589,Rural,Large,North,Zone 6,7,1,2,4866,Company Owned,55,0,0,1,161,43.0,2011.0,18,0,B,6,6,21126,22792.54479298854,21500.0
WH_100591,EID_50591,Rural,Mid,West,Zone 2,5,1,3,5843,Company Owned,41,0,0,1,256,49.0,1999.0,27,0,A,6,12,35071,33714.627689416724,24500.0
WH_100592,EID_50592,Rural,Mid,South,Zone 3,6,0,3,7884,Rented,56,0,0,0,215,18.0,2003.0,29,1,B,6,27,38069,36951.59914013991,9000.0
WH_100593,EID_50593,Rural,Large,West,Zone 6,6,0,4,5383,Company Owned,34,0,0,1,190,21.0,2000.0,25,1,A+,5,29,32105,31742.55271628502,10500.0
WH_100595,EID_50595,Rural,Large,West,Zone 5,4,0,4,5196,Company Owned,38,1,0,1,166,43.0,2009.0,13,0,C,3,24,17139,17162.75988393108,17154.459883931082
WH_100596,EID_50596,Rural,Large,West,Zone 5,5,0,2,3516,Company Owned,58,0,0,0,65,22.0,2018.0,12,0,B,2,10,15141,16740.7124437436,11000.0
WH_100597,EID_50597,Rural,Large,West,Zone 6,4,0,5,4451,Rented,33,0,0,0,208,31.0,2019.0,9,0,B,4,29,11122,12400.593354014272,12390.193354014273
WH_100598,EID_50598,Rural,Large,North,Zone 5,8,0,3,3713,Company Owned,27,0,1,1,99,28.0,1999.0,25,0,B+,5,25,29129,31670.908673481405,14000.0
WH_100599,EID_50599,Rural,Small,West,Zone 1,6,0,2,5201,Company Owned,28,0,0,1,265,32.0,2000.0,34,0,C,3,21,46142,44008.85678886573,16000.0
WH_100601,EID_50601,Rural,Large,East,Zone 5,8,0,7,4258,Company Owned,54,1,0,1,87,31.0,2014.0,14,0,A,4,14,20135,18587.823923369317,15500.0
WH_100605,EID_50605,Rural,Mid,South,Zone 4,4,0,2,5260,Company Owned,44,0,0,1,167,24.0,2005.0,16,0,B,5,26,20138,20318.961520231445,12000.0
WH_100607,EID_50607,Rural,Large,South,Zone 5,6,0,2,5409,Company Owned,63,0,0,1,75,26.0,2014.0,13,0,B,1,10,16115,18005.472760458273,13000.0
WH_100608,EID_50608,Rural,Large,East,Zone 5,5,0,6,4014,Company Owned,21,0,0,0,86,36.0,2018.0,12,1,B+,3,14,16093,16498.466112489055,16494.166112489056
WH_100610,EID_50610,Rural,Mid,North,Zone 4,5,0,3,5402,Rented,45,0,0,1,111,29.0,2001.0,36,0,A,2,26,49058,46940.92747627315,14500.0
WH_100612,EID_50612,Rural,Large,North,Zone 6,4,0,2,4412,Rented,17,0,0,1,210,30.0,2013.0,13,1,A+,6,28,17084,16722.597061382025,15000.0
WH_100613,EID_50613,Rural,Large,North,Zone 5,5,0,3,3995,Company Owned,68,0,0,1,154,23.0,2003.0,31,0,A,5,17,40055,39812.02578474366,11500.0
WH_100615,EID_50615,Rural,Large,North,Zone 5,3,0,3,4506,Company Owned,45,0,0,1,201,28.0,2017.0,6,1,A+,2,5,9099,8814.52746089219,8804.477460892189
WH_100617,EID_50617,Rural,Mid,South,Zone 4,6,0,6,6672,Company Owned,18,0,0,1,255,35.0,1998.0,17,0,A,4,11,21113,21368.789708535245,17500.0
WH_100618,EID_50618,Rural,Small,West,Zone 6,7,1,8,4441,Rented,70,0,0,1,261,28.0,2008.0,14,0,B,2,15,17150,18310.237362897227,14000.0
WH_100621,EID_50621,Rural,Large,West,Zone 5,4,0,3,6711,Company Owned,69,0,1,0,113,32.0,2012.0,14,0,B,1,14,17079,19171.274831525632,16000.0
WH_100622,EID_50622,Rural,Mid,West,Zone 2,5,0,4,4926,Company Owned,24,0,0,1,163,24.0,2023.0,0,0,,0,12,8139,1874.3434401751729,1866.1934401751728
WH_100626,EID_50626,Rural,Large,South,Zone 5,5,0,2,4284,Rented,47,0,0,0,84,27.0,2015.0,19,1,A+,2,10,28058,25689.41141205514,13500.0
WH_100627,EID_50627,Rural,Small,South,Zone 6,6,0,2,5285,Company Owned,68,0,0,1,259,34.0,2023.0,0,0,,0,2,8087,1874.3434401751729,1861.3934401751728
WH_100628,EID_50628,Rural,Mid,North,Zone 4,8,1,4,5222,Rented,21,0,0,1,166,29.0,2004.0,30,0,C,4,26,39092,38484.61103596777,14500.0
WH_100630,EID_50630,Rural,Mid,South,Zone 2,3,0,3,4292,Company Owned,49,0,0,0,111,34.0,2015.0,9,0,C,4,32,11133,12114.017182799784,12108.467182799783
WH_100631,EID_50631,Rural,Mid,West,Zone 3,3,0,4,4197,Rented,55,0,0,1,89,29.0,2008.0,21,0,A,3,19,29135,27563.837094524497,14500.0
WH_100632,EID_50632,Rural,Large,North,Zone 6,4,0,4,4816,Rented,61,1,0,1,270,28.0,2003.0,24,0,A,3,6,30114,31132.887350530276,14000.0
